,trials,multiplications,threads,time,implementation,batchsize,effective_multiplications
332,408,965,2,2.356075162,numpy,1,393720
333,996,17,1,0.197177778,numpy,1,16932
334,874,118,4,0.694514708,numpy,1,103132
335,204,459,8,0.694134237,numpy,1,93636
336,727,327,4,1.445280401,numpy,1,237729
337,876,42,8,0.336365057,numpy,1,36792
338,799,103,4,0.588935733,numpy,1,82297
339,172,522,2,0.612491564,numpy,1,89784
340,580,291,2,1.040050254,numpy,1,168780
341,747,252,1,1.162262441,numpy,1,188244
342,391,329,2,0.832156843,numpy,1,128639
343,638,396,2,1.486603386,numpy,1,252648
344,982,218,2,1.339211808,numpy,1,214076
345,323,586,1,1.154725921,numpy,1,189278
346,9,646,2,0.13382571,numpy,1,5814
347,229,336,8,0.565223758,numpy,1,76944
348,175,439,8,0.559946799,numpy,1,76825
349,394,356,1,0.903875466,numpy,1,140264
350,297,332,8,0.704145068,numpy,1,98604
351,589,371,4,1.38948493,numpy,1,218519
352,388,674,1,1.584507534,numpy,1,261512
353,362,228,2,0.566592632,numpy,1,82536
354,569,618,8,2.12385726,numpy,1,351642
355,961,359,2,2.042677685,numpy,1,344999
356,81,707,8,0.495356883,numpy,1,57267
357,569,698,1,2.33623162,numpy,1,397162
358,637,498,2,1.856203947,numpy,1,317226
359,300,44,4,0.19188032,numpy,1,13200
360,627,78,8,0.448770764,numpy,1,48906
361,242,668,2,1.012591075,numpy,1,161656
362,716,883,8,3.651192425,numpy,1,632228
363,262,788,2,1.235449634,numpy,1,206456
364,770,553,1,2.511670309,numpy,1,425810
365,709,883,8,3.553121797,numpy,1,626047
366,636,697,4,2.636196769,numpy,1,443292
367,700,479,8,2.070945479,numpy,1,335300
368,495,859,8,2.497396305,numpy,1,425205
369,593,334,1,1.215716138,numpy,1,198062
370,400,354,2,0.889214418,numpy,1,141600
371,31,984,4,0.310438697,numpy,1,30504
372,316,929,4,1.801155294,numpy,1,293564
373,356,871,2,1.850023836,numpy,1,310076
374,604,242,8,0.969284646,numpy,1,146168
375,71,48,2,0.1190088,numpy,1,3408
376,496,682,4,2.06159891,numpy,1,338272
377,308,270,4,0.5662179,numpy,1,83160
378,28,363,8,0.161308894,numpy,1,10164
379,772,441,1,2.008028264,numpy,1,340452
380,33,91,4,0.116616501,numpy,1,3003
381,906,921,1,4.829831538,numpy,1,834426
382,5,12,1,0.093612683,numpy,1,60
383,503,14,1,0.135907427,numpy,1,7042
384,918,32,1,0.264924084,numpy,1,29376
385,381,442,8,1.178694907,numpy,1,168402
386,597,179,1,0.700425315,numpy,1,106863
387,80,652,4,0.397632482,numpy,1,52160
388,726,659,4,2.783542871,numpy,1,478434
389,88,310,4,0.268675187,numpy,1,27280
390,232,975,8,1.471428266,numpy,1,226200
391,131,490,2,0.447853927,numpy,1,64190
392,401,568,8,1.436743298,numpy,1,227768
393,558,835,2,2.7305941,numpy,1,465930
394,942,382,2,2.141830501,numpy,1,359844
395,299,701,8,1.328211463,numpy,1,209599
396,325,444,1,0.903136203,numpy,1,144300
397,793,400,4,1.897433437,numpy,1,317200
398,790,904,4,4.105768088,numpy,1,714160
399,433,26,4,0.205947508,numpy,1,11258
400,209,291,1,0.437228034,numpy,1,60819
401,475,696,1,1.969273488,numpy,1,330600
402,360,291,4,0.706027493,numpy,1,104760
403,795,668,1,3.115266559,numpy,1,531060
404,543,75,8,0.368309754,numpy,1,40725
405,456,458,8,1.315478564,numpy,1,208848
406,261,846,1,1.36370257,numpy,1,220806
407,574,130,4,0.542428351,numpy,1,74620
408,27,584,4,0.189269924,numpy,1,15768
409,917,143,8,0.870370458,numpy,1,131131
410,836,337,8,1.754620531,numpy,1,281732
411,660,520,4,2.026505507,numpy,1,343200
412,522,266,2,0.891308208,numpy,1,138852
413,522,149,2,0.535397578,numpy,1,77778
414,752,286,8,1.468440722,numpy,1,215072
415,200,715,4,0.937492966,numpy,1,143000
416,662,965,4,3.734055432,numpy,1,638830
417,677,465,2,1.87129449,numpy,1,314805
418,496,847,4,2.484757623,numpy,1,420112
419,605,723,1,2.567827667,numpy,1,437415
420,906,241,4,1.344563307,numpy,1,218346
421,582,956,4,3.274799428,numpy,1,556392
422,87,277,8,0.276044654,numpy,1,24099
423,209,8,1,0.108456764,numpy,1,1672
424,522,905,1,2.775317212,numpy,1,472410
425,845,558,8,2.831745046,numpy,1,471510
426,634,199,4,0.811299754,numpy,1,126166
427,242,538,4,0.840929218,numpy,1,130196
428,751,336,8,1.599989258,numpy,1,252336
429,527,586,4,1.849946792,numpy,1,308822
430,695,711,4,2.842739641,numpy,1,494145
431,28,49,4,0.102744119,numpy,1,1372
432,85,832,4,0.505212505,numpy,1,70720
433,970,949,8,5.293962169,numpy,1,920530
434,732,372,1,1.637115407,numpy,1,272304
435,853,457,4,2.29564325,numpy,1,389821
436,386,12,2,0.129454326,numpy,1,4632
437,199,283,1,0.415215852,numpy,1,56317
438,311,438,1,0.852308552,numpy,1,136218
439,171,880,8,1.014642616,numpy,1,150480
440,224,585,2,0.837600004,numpy,1,131040
441,12,899,4,0.172872284,numpy,1,10788
442,579,867,2,2.914282104,numpy,1,501993
443,364,80,8,0.281550692,numpy,1,29120
444,196,135,2,0.249797854,numpy,1,26460
445,107,653,2,0.480981309,numpy,1,69871
446,484,433,2,1.271905347,numpy,1,209572
447,26,31,4,0.098299869,numpy,1,806
448,551,455,2,1.507421903,numpy,1,250705
449,27,926,4,0.221556651,numpy,1,25002
450,156,650,8,0.697235332,numpy,1,101400
451,861,837,2,4.155700301,numpy,1,720657
452,15,631,2,0.152052735,numpy,1,9465
453,745,231,8,1.124110423,numpy,1,172095
454,606,327,8,1.227994896,numpy,1,198162
455,75,663,2,0.372167135,numpy,1,49725
456,884,411,4,2.185643798,numpy,1,363324
457,637,989,2,3.660562758,numpy,1,629993
458,659,36,1,0.232346912,numpy,1,23724
459,374,681,8,1.605981888,numpy,1,254694
460,439,6,1,0.11171255,numpy,1,2634
461,913,426,8,2.324131636,numpy,1,388938
462,500,288,1,0.905021472,numpy,1,144000
463,114,454,4,0.40129542,numpy,1,51756
464,836,721,2,3.524212141,numpy,1,602756
465,244,328,2,0.537736657,numpy,1,80032
466,821,566,8,2.773501542,numpy,1,464686
467,515,686,1,2.059824477,numpy,1,353290
468,447,701,8,1.876002915,numpy,1,313347
469,363,444,8,1.084341477,numpy,1,161172
470,468,534,8,1.579476655,numpy,1,249912
471,83,730,8,0.460372505,numpy,1,60590
472,161,110,1,0.194282417,numpy,1,17710
473,582,221,8,0.86262188,numpy,1,128622
474,636,543,8,2.117530295,numpy,1,345348
475,205,374,2,0.52271337,numpy,1,76670
476,196,952,2,1.147680842,numpy,1,186592
477,707,30,8,0.263400101,numpy,1,21210
478,817,20,2,0.198908318,numpy,1,16340
479,768,949,2,4.154896547,numpy,1,728832
480,114,563,8,0.492827608,numpy,1,64182
481,447,617,8,1.67468236,numpy,1,275799
482,614,221,2,0.873633126,numpy,1,135694
483,445,723,1,1.886168988,numpy,1,321735
484,747,678,2,2.977491735,numpy,1,506466
485,420,65,1,0.251551799,numpy,1,27300
486,698,384,2,1.597413006,numpy,1,268032
487,833,596,2,2.904215817,numpy,1,496468
488,428,69,4,0.285785451,numpy,1,29532
489,227,721,1,1.005699453,numpy,1,163667
490,237,83,8,0.237480434,numpy,1,19671
491,897,923,1,4.816770184,numpy,1,827931
492,753,20,2,0.195582081,numpy,1,15060
493,575,766,2,2.588188167,numpy,1,440450
494,38,562,4,0.225076642,numpy,1,21356
495,527,867,2,2.684148765,numpy,1,456909
496,517,852,8,2.573081013,numpy,1,440484
497,798,604,2,2.831527148,numpy,1,481992
498,987,190,8,1.21156137,numpy,1,187530
499,992,936,2,5.336713548,numpy,1,928512
500,191,846,2,1.00536184,numpy,1,161586
501,893,742,8,3.845815602,numpy,1,662606
502,69,294,2,0.215694296,numpy,1,20286
503,184,830,4,0.984306531,numpy,1,152720
504,35,412,8,0.197208716,numpy,1,14420
505,103,302,2,0.273702408,numpy,1,31106
506,608,153,1,0.62159081,numpy,1,93024
507,386,979,1,2.257053122,numpy,1,377894
508,640,300,1,1.183757255,numpy,1,192000
509,828,198,4,1.069614465,numpy,1,163944
510,476,340,1,0.99889847,numpy,1,161840
511,293,715,4,1.308095902,numpy,1,209495
512,189,835,8,1.005228241,numpy,1,157815
513,70,907,1,0.449183046,numpy,1,63490
514,263,892,4,1.42770138,numpy,1,234596
515,58,834,8,0.394989093,numpy,1,48372
516,688,974,2,3.858385505,numpy,1,670112
517,743,180,8,0.912202095,numpy,1,133740
518,378,548,1,1.24467751,numpy,1,207144
519,295,656,4,1.193517137,numpy,1,193520
520,661,620,1,2.423729645,numpy,1,409820
521,764,31,8,0.279272848,numpy,1,23684
522,465,554,1,1.54863899,numpy,1,257610
523,664,625,1,2.428145042,numpy,1,415000
524,659,493,2,1.921211104,numpy,1,324887
525,151,877,2,0.833746159,numpy,1,132427
526,846,566,1,2.782415151,numpy,1,478836
527,409,775,1,1.873016303,numpy,1,316975
528,81,348,8,0.275951129,numpy,1,28188
529,249,290,1,0.50615522,numpy,1,72210
530,374,603,8,1.392563784,numpy,1,225522
531,664,974,1,3.732006046,numpy,1,646736
532,521,235,1,0.787719478,numpy,1,122435
533,570,168,2,0.639720483,numpy,1,95760
534,67,465,2,0.274366493,numpy,1,31155
535,10,738,2,0.145433873,numpy,1,7380
536,658,119,1,0.538869017,numpy,1,78302
537,411,913,2,2.210721669,numpy,1,375243
538,726,314,1,1.401290814,numpy,1,227964
539,737,603,4,2.613637013,numpy,1,444411
540,154,518,1,0.540694004,numpy,1,79772
541,785,84,8,0.521974517,numpy,1,65940
542,21,176,1,0.11422853,numpy,1,3696
543,115,547,2,0.440552938,numpy,1,62905
544,854,358,4,1.824187275,numpy,1,305732
545,895,900,1,4.672778481,numpy,1,805500
546,411,248,1,0.664142625,numpy,1,101928
547,633,295,2,1.129465819,numpy,1,186735
548,592,753,8,2.687546286,numpy,1,445776
549,564,548,1,1.839687946,numpy,1,309072
550,856,818,8,4.134511081,numpy,1,700208
551,367,83,1,0.266672628,numpy,1,30461
552,718,875,8,3.667404979,numpy,1,628250
553,380,611,2,1.416145885,numpy,1,232180
554,633,183,4,0.780241307,numpy,1,115839
555,184,932,1,1.059386185,numpy,1,171488
556,836,882,2,4.237156755,numpy,1,737352
557,85,115,1,0.148851651,numpy,1,9775
558,37,692,8,0.27763925,numpy,1,25604
559,833,105,8,0.660691184,numpy,1,87465
560,632,569,8,2.109360529,numpy,1,359608
561,328,378,1,0.794930679,numpy,1,123984
562,10,554,4,0.122274123,numpy,1,5540
563,401,489,2,1.193961478,numpy,1,196089
564,849,507,4,2.54589272,numpy,1,430443
565,896,824,4,4.304185767,numpy,1,738304
566,168,569,4,0.66081743,numpy,1,95592
567,697,892,8,3.624321808,numpy,1,621724
568,525,59,8,0.293870799,numpy,1,30975
569,507,433,4,1.376295646,numpy,1,219531
570,472,199,8,0.686635477,numpy,1,93928
571,737,551,8,2.445672036,numpy,1,406087
572,346,627,8,1.342656397,numpy,1,216942
573,867,599,4,3.094114779,numpy,1,519333
574,765,106,8,0.597449141,numpy,1,81090
575,31,521,8,0.18672026,numpy,1,16151
576,329,54,4,0.212917968,numpy,1,17766
577,802,11,2,0.177452819,numpy,1,8822
578,349,713,8,1.509372105,numpy,1,248837
579,968,4,8,0.143390938,numpy,1,3872
580,908,799,2,4.16572546,numpy,1,725492
581,239,467,8,0.795678799,numpy,1,111613
582,438,442,1,1.171701864,numpy,1,193596
583,537,852,8,2.756404754,numpy,1,457524
584,307,798,2,1.476447443,numpy,1,244986
585,535,440,1,1.427499842,numpy,1,235400
586,804,520,2,2.464222567,numpy,1,418080
587,520,785,8,2.463024654,numpy,1,408200
588,971,611,8,3.500523021,numpy,1,593281
589,11,140,2,0.102692091,numpy,1,1540
590,247,398,2,0.647638185,numpy,1,98306
591,577,128,4,0.531902214,numpy,1,73856
592,653,814,2,3.117769926,numpy,1,531542
593,883,833,4,4.272173864,numpy,1,735539
594,697,507,4,2.045224683,numpy,1,353379
595,526,440,2,1.42322564,numpy,1,231440
596,704,468,1,1.951486365,numpy,1,329472
597,904,246,4,1.39946243,numpy,1,222384
598,181,132,2,0.238795235,numpy,1,23892
599,581,391,8,1.418604277,numpy,1,227171
600,160,726,4,0.768424373,numpy,1,116160
601,847,339,4,1.735346717,numpy,1,287133
602,39,494,4,0.248558234,numpy,1,19266
603,564,485,4,1.666124087,numpy,1,273540
604,9,641,2,0.133376439,numpy,1,5769
605,326,61,4,0.225746756,numpy,1,19886
606,523,587,4,1.878506693,numpy,1,307001
607,372,322,4,0.796504194,numpy,1,119784
608,787,364,8,1.717013723,numpy,1,286468
609,20,114,1,0.10856143,numpy,1,2280
610,611,121,8,0.573470378,numpy,1,73931
611,775,291,1,1.361728825,numpy,1,225525
612,738,759,2,3.231701961,numpy,1,560142
613,337,118,4,0.336675808,numpy,1,39766
614,725,581,1,2.508651727,numpy,1,421225
615,599,185,2,0.742949168,numpy,1,110815
616,35,50,4,0.102629254,numpy,1,1750
617,468,821,2,2.21587638,numpy,1,384228
618,913,816,2,4.353280322,numpy,1,745008
619,576,262,2,0.95603505,numpy,1,150912
620,459,241,1,0.713535639,numpy,1,110619
621,300,142,8,0.39469381,numpy,1,42600
622,356,33,8,0.217254156,numpy,1,11748
623,39,957,8,0.349936826,numpy,1,37323
624,636,286,4,1.158618229,numpy,1,181896
625,287,12,1,0.115539835,numpy,1,3444
626,830,734,4,3.538952068,numpy,1,609220
627,526,36,2,0.210235365,numpy,1,18936
628,388,31,4,0.191203844,numpy,1,12028
629,127,764,8,0.689746832,numpy,1,97028
630,603,404,8,1.533892472,numpy,1,243612
631,985,971,2,5.388160958,numpy,1,956435
632,128,370,4,0.373326837,numpy,1,47360
633,614,689,4,2.478680375,numpy,1,423046
634,790,427,8,2.072319651,numpy,1,337330
635,123,566,1,0.492171749,numpy,1,69618
636,410,864,1,2.09955969,numpy,1,354240
637,317,122,1,0.326510958,numpy,1,38674
638,478,73,8,0.313007396,numpy,1,34894
639,937,83,1,0.537754681,numpy,1,77771
640,59,55,8,0.112606924,numpy,1,3245
641,225,723,8,1.066602736,numpy,1,162675
642,919,294,1,1.639882908,numpy,1,270186
643,188,999,8,1.233515422,numpy,1,187812
644,156,421,8,0.496842825,numpy,1,65676
645,280,622,1,1.092624815,numpy,1,174160
646,542,747,4,2.394728289,numpy,1,404874
647,434,368,8,1.008009717,numpy,1,159712
648,597,483,8,1.822503332,numpy,1,288351
649,221,421,1,0.639514677,numpy,1,93041
650,65,333,1,0.218735569,numpy,1,21645
651,255,30,2,0.145464811,numpy,1,7650
652,817,311,1,1.525227129,numpy,1,254087
653,939,57,4,0.418226919,numpy,1,53523
654,572,772,1,2.584991742,numpy,1,441584
655,541,838,8,2.600356698,numpy,1,453358
656,789,730,1,3.347890641,numpy,1,575970
657,853,692,2,3.410451728,numpy,1,590276
658,966,555,8,3.103630895,numpy,1,536130
659,543,216,2,0.777431116,numpy,1,117288
660,917,221,1,1.257849941,numpy,1,202657
661,682,51,4,0.316406921,numpy,1,34782
662,587,442,8,1.596181229,numpy,1,259454
663,549,215,2,0.768354452,numpy,1,118035
664,21,950,2,0.209939742,numpy,1,19950
665,599,365,2,1.346351475,numpy,1,218635
666,73,35,2,0.114914724,numpy,1,2555
667,41,895,4,0.334715368,numpy,1,36695
668,28,784,4,0.234399466,numpy,1,21952
669,788,469,4,2.215789798,numpy,1,369572
670,326,60,8,0.263066276,numpy,1,19560
671,599,950,4,3.315043594,numpy,1,569050
672,766,520,2,2.323680161,numpy,1,398320
673,376,756,8,1.743138795,numpy,1,284256
674,268,561,1,0.936991196,numpy,1,150348
675,181,583,1,0.691157864,numpy,1,105523
676,827,140,2,0.763083234,numpy,1,115780
677,3,98,2,0.094733241,numpy,1,294
678,169,548,8,0.640083021,numpy,1,92612
679,347,303,4,0.706424336,numpy,1,105141
680,352,775,1,1.672548926,numpy,1,272800
681,538,976,8,3.124745265,numpy,1,525088
682,190,259,1,0.371889286,numpy,1,49210
683,813,215,4,1.140481663,numpy,1,174795
684,958,356,4,2.022798818,numpy,1,341048
685,672,520,4,2.1112462,numpy,1,349440
686,71,582,8,0.336263697,numpy,1,41322
687,101,109,4,0.187748485,numpy,1,11009
688,819,241,1,1.210544456,numpy,1,197379
689,108,436,1,0.387052324,numpy,1,47088
690,401,223,1,0.600235559,numpy,1,89423
691,832,724,2,3.494482121,numpy,1,602368
692,447,916,4,2.445411048,numpy,1,409452
693,706,264,1,1.146343247,numpy,1,186384
694,997,315,4,1.874454015,numpy,1,314055
695,414,827,2,2.033080487,numpy,1,342378
696,692,389,8,1.721648851,numpy,1,269188
697,938,662,8,3.654913563,numpy,1,620956
698,633,307,1,1.208993682,numpy,1,194331
699,162,715,2,0.747568887,numpy,1,115830
700,857,906,1,4.486169148,numpy,1,776442
701,943,514,4,2.850256745,numpy,1,484702
702,167,712,2,0.775023659,numpy,1,118904
703,556,124,4,0.512259618,numpy,1,68944
704,449,480,1,1.307300423,numpy,1,215520
705,268,430,4,0.75912916,numpy,1,115240
706,405,651,1,1.597999684,numpy,1,263655
707,579,598,1,2.046982284,numpy,1,346242
708,32,938,2,0.265128427,numpy,1,30016
709,684,241,1,1.009921226,numpy,1,164844
710,526,532,4,1.703134118,numpy,1,279832
711,657,588,8,2.295855498,numpy,1,386316
712,443,395,2,1.089178312,numpy,1,174985
713,159,41,8,0.141795781,numpy,1,6519
714,23,941,4,0.254738784,numpy,1,21643
715,192,665,1,0.814325379,numpy,1,127680
